text,ground_truth,ground_truth_tr,category_id,category,difficulty,surface_tone,hard_case,viewpoint,annotation_note,id,difficulty_tr,category_tr,predicted_label,predicted_label_tr,score_negative,score_neutral,score_positive,correct
"Aksa Enerji, hisse başına 2,51 TL nakit temettü dağıtacağını ve 577 milyon TL tutarında pay geri alım programı başlatacağını açıkladı.",positive,pozitif,clear_shareholder_return,açık hissedar getirisi,clear,positive_like,False,investor_impact,Temettü ve geri alım birlikte yatırımcı açısından açık pozitif değer sinyali üretir.,PHRASE-0746,açık,açık hissedar getirisi,neutral,nötr,0.00628,0.928903,0.064817,False
"Delta Yatırım Holding, sermaye yapısını güçlendirmek ve büyüme esnekliğini artırmak amacıyla %139 oranında bedelli sermaye artırımı planladığını duyurdu.",negative,negatif,hard_rights_issue,olumlu dille bedelli sermaye artırımı,hard,positive_like,True,investor_impact,Dil olumlu olsa da hissedar seyrelmesi yaratan bedelli sermaye artırımı yatırımcı açısından negatiftir.,PHRASE-0748,hard,olumlu dille bedelli sermaye artırımı,positive,pozitif,0.006426,0.250866,0.742707,False
"Lima Gayrimenkul, portföy sadeleştirme programı kapsamında 239 milyon TL stok ve varlık değer düşüklüğü gideri kaydettiğini açıkladı.",negative,negatif,hard_inventory_writeoff,olumlu dille değer düşüklüğü,hard,positive_like,True,investor_impact,Portföy sadeleştirme dili olumlu görünse de değer düşüklüğü gideri yatırımcı açısından negatiftir.,PHRASE-0749,hard,olumlu dille değer düşüklüğü,neutral,nötr,0.249239,0.659066,0.091695,False
"Lima Gayrimenkul, hisse başına 0,82 TL nakit temettü dağıtacağını ve 785 milyon TL tutarında pay geri alım programı başlatacağını açıkladı.",positive,pozitif,clear_shareholder_return,açık hissedar getirisi,clear,positive_like,False,investor_impact,Temettü ve geri alım birlikte yatırımcı açısından açık pozitif değer sinyali üretir.,PHRASE-0752,açık,açık hissedar getirisi,neutral,nötr,0.005995,0.945553,0.048452,False
"Bora Lojistik, portföy sadeleştirme programı kapsamında 47 milyon TL stok ve varlık değer düşüklüğü gideri kaydettiğini açıkladı.",negative,negatif,hard_inventory_writeoff,olumlu dille değer düşüklüğü,hard,positive_like,True,investor_impact,Portföy sadeleştirme dili olumlu görünse de değer düşüklüğü gideri yatırımcı açısından negatiftir.,PHRASE-0757,hard,olumlu dille değer düşüklüğü,neutral,nötr,0.209439,0.622628,0.167934,False
"Kuzey Madencilik, portföy verimliliğini artırma süreci kapsamında Mısır pazarındaki 1.409 milyon TL tutarındaki ana dağıtım sözleşmesinin yenilenmediğini ve sipariş akışında zayıflama beklediğini açıkladı.",negative,negatif,hard_contract_loss,olumlu dille sözleşme kaybı,hard,positive_like,True,investor_impact,Yeniden dengeleme dili olumlu görünse de önemli sözleşme kaybı yatırımcı açısından negatiftir.,PHRASE-0759,hard,olumlu dille sözleşme kaybı,neutral,nötr,0.377057,0.605506,0.017438,False
"Trend Tarım, portföy verimliliğini artırma süreci kapsamında Polonya pazarındaki 541 milyon TL tutarındaki ana dağıtım sözleşmesinin yenilenmediğini ve sipariş akışında zayıflama beklediğini açıkladı.",negative,negatif,hard_contract_loss,olumlu dille sözleşme kaybı,hard,positive_like,True,investor_impact,Yeniden dengeleme dili olumlu görünse de önemli sözleşme kaybı yatırımcı açısından negatiftir.,PHRASE-0760,hard,olumlu dille sözleşme kaybı,neutral,nötr,0.439973,0.54687,0.013158,False
"Lima Gayrimenkul, hisse başına 4,07 TL nakit temettü dağıtacağını ve 859 milyon TL tutarında pay geri alım programı başlatacağını açıkladı.",positive,pozitif,clear_shareholder_return,açık hissedar getirisi,clear,positive_like,False,investor_impact,Temettü ve geri alım birlikte yatırımcı açısından açık pozitif değer sinyali üretir.,PHRASE-0766,açık,açık hissedar getirisi,neutral,nötr,0.005819,0.947323,0.046858,False
"Sera Ambalaj, bilanço esnekliğini korumak ve nakit yönetimini desteklemek amacıyla 1.569 milyon TL ek kısa vadeli kredi kullandı; net borç/FAVÖK oranı 2,6x seviyesinden 3,4x seviyesine yükseldi.",negative,negatif,hard_liquidity_pressure,olumlu dille likidite baskısı,hard,positive_like,True,investor_impact,Dil yapısı olumlu görünse de artan kısa vadeli borç ve kötüleşen kaldıraç oranı yatırımcı açısından negatiftir.,PHRASE-0767,hard,olumlu dille likidite baskısı,positive,pozitif,0.002432,0.113514,0.884054,False
"Nova Sağlık, bilanço esnekliğini korumak ve nakit yönetimini desteklemek amacıyla 233 milyon TL ek kısa vadeli kredi kullandı; net borç/FAVÖK oranı 2,1x seviyesinden 2,7x seviyesine yükseldi.",negative,negatif,hard_liquidity_pressure,olumlu dille likidite baskısı,hard,positive_like,True,investor_impact,Dil yapısı olumlu görünse de artan kısa vadeli borç ve kötüleşen kaldıraç oranı yatırımcı açısından negatiftir.,PHRASE-0778,hard,olumlu dille likidite baskısı,positive,pozitif,0.00241,0.127417,0.870173,False
"Orion Otomotiv, mevcut kredi limitini 9 ay benzer vade ve maliyet koşullarıyla yenilediğini ve işlem nedeniyle kârlılık beklentilerinde değişiklik olmadığını açıkladı.",neutral,nötr,unchanged_financing_rollover,koşulları değişmeyen finansman yenilemesi,nuanced,neutral_like,False,investor_impact,Yeni değer yaratan veya bozan bir unsur içermeyen finansman yenilemesi neutral etiketlenir.,PHRASE-0784,nüanslı,koşulları değişmeyen finansman yenilemesi,positive,pozitif,0.006424,0.403213,0.590363,False
"Güney Perakende, hisse başına 3,53 TL nakit temettü dağıtacağını ve 733 milyon TL tutarında pay geri alım programı başlatacağını açıkladı.",positive,pozitif,clear_shareholder_return,açık hissedar getirisi,clear,positive_like,False,investor_impact,Temettü ve geri alım birlikte yatırımcı açısından açık pozitif değer sinyali üretir.,PHRASE-0787,açık,açık hissedar getirisi,neutral,nötr,0.006012,0.94216,0.051828,False
"Orion Otomotiv, 2025 ikinci çeyrek sonrasında bilanço dayanıklılığını korumak amacıyla bu yıl temettü dağıtmayacağını ve yatırım harcamalarının bir bölümünü sonraki döneme kaydıracağını duyurdu.",negative,negatif,hard_dividend_cut,olumlu dille temettü iptali,hard,positive_like,True,investor_impact,Koruyucu dil kullanılmasına rağmen temettü iptali ve harcama ertelemesi yatırımcı açısından negatiftir.,PHRASE-0788,hard,olumlu dille temettü iptali,neutral,nötr,0.007548,0.972342,0.02011,False
"Hedef Savunma, portföy verimliliğini artırma süreci kapsamında Almanya pazarındaki 189 milyon TL tutarındaki ana dağıtım sözleşmesinin yenilenmediğini ve sipariş akışında zayıflama beklediğini açıkladı.",negative,negatif,hard_contract_loss,olumlu dille sözleşme kaybı,hard,positive_like,True,investor_impact,Yeniden dengeleme dili olumlu görünse de önemli sözleşme kaybı yatırımcı açısından negatiftir.,PHRASE-0795,hard,olumlu dille sözleşme kaybı,neutral,nötr,0.359843,0.623885,0.016272,False
"Trend Tarım, 2025 yıl sonu sonrasında bilanço dayanıklılığını korumak amacıyla bu yıl temettü dağıtmayacağını ve yatırım harcamalarının bir bölümünü sonraki döneme kaydıracağını duyurdu.",negative,negatif,hard_dividend_cut,olumlu dille temettü iptali,hard,positive_like,True,investor_impact,Koruyucu dil kullanılmasına rağmen temettü iptali ve harcama ertelemesi yatırımcı açısından negatiftir.,PHRASE-0796,hard,olumlu dille temettü iptali,neutral,nötr,0.00647,0.979373,0.014158,False
"Rota Cam, hisse başına 1,92 TL nakit temettü dağıtacağını ve 877 milyon TL tutarında pay geri alım programı başlatacağını açıkladı.",positive,pozitif,clear_shareholder_return,açık hissedar getirisi,clear,positive_like,False,investor_impact,Temettü ve geri alım birlikte yatırımcı açısından açık pozitif değer sinyali üretir.,PHRASE-0804,açık,açık hissedar getirisi,neutral,nötr,0.006047,0.941097,0.052857,False
"Bora Lojistik, sermaye yapısını güçlendirmek ve büyüme esnekliğini artırmak amacıyla %40 oranında bedelli sermaye artırımı planladığını duyurdu.",negative,negatif,hard_rights_issue,olumlu dille bedelli sermaye artırımı,hard,positive_like,True,investor_impact,Dil olumlu olsa da hissedar seyrelmesi yaratan bedelli sermaye artırımı yatırımcı açısından negatiftir.,PHRASE-0809,hard,olumlu dille bedelli sermaye artırımı,positive,pozitif,0.006403,0.176616,0.816981,False
"Kuzey Madencilik, sermaye yapısını güçlendirmek ve büyüme esnekliğini artırmak amacıyla %145 oranında bedelli sermaye artırımı planladığını duyurdu.",negative,negatif,hard_rights_issue,olumlu dille bedelli sermaye artırımı,hard,positive_like,True,investor_impact,Dil olumlu olsa da hissedar seyrelmesi yaratan bedelli sermaye artırımı yatırımcı açısından negatiftir.,PHRASE-0812,hard,olumlu dille bedelli sermaye artırımı,positive,pozitif,0.005544,0.162529,0.831927,False
"Delta Yatırım Holding, hisse başına 3,44 TL nakit temettü dağıtacağını ve 565 milyon TL tutarında pay geri alım programı başlatacağını açıkladı.",positive,pozitif,clear_shareholder_return,açık hissedar getirisi,clear,positive_like,False,investor_impact,Temettü ve geri alım birlikte yatırımcı açısından açık pozitif değer sinyali üretir.,PHRASE-0813,açık,açık hissedar getirisi,neutral,nötr,0.005594,0.947667,0.046739,False
"Delta Yatırım Holding, sermaye yapısını güçlendirmek ve büyüme esnekliğini artırmak amacıyla %130 oranında bedelli sermaye artırımı planladığını duyurdu.",negative,negatif,hard_rights_issue,olumlu dille bedelli sermaye artırımı,hard,positive_like,True,investor_impact,Dil olumlu olsa da hissedar seyrelmesi yaratan bedelli sermaye artırımı yatırımcı açısından negatiftir.,PHRASE-0816,hard,olumlu dille bedelli sermaye artırımı,positive,pozitif,0.00625,0.289477,0.704272,False
"Lima Gayrimenkul, Romanya pazarında 1.472 milyon TL tutarında 2 yıllık satış sözleşmesi imzaladı; anlaşmanın gelecek 12 ay gelirlerine doğrudan katkı sağlaması bekleniyor.",positive,pozitif,clear_contract_gain,açık sözleşme kazanımı,clear,positive_like,False,investor_impact,Somut büyüklüğü olan yeni sözleşme yatırımcı açısından açık pozitif kabul edilir.,PHRASE-0820,açık,açık sözleşme kazanımı,neutral,nötr,0.003525,0.589628,0.406847,False
"Mavi Makine, bilanço esnekliğini korumak ve nakit yönetimini desteklemek amacıyla 754 milyon TL ek kısa vadeli kredi kullandı; net borç/FAVÖK oranı 2,5x seviyesinden 3,0x seviyesine yükseldi.",negative,negatif,hard_liquidity_pressure,olumlu dille likidite baskısı,hard,positive_like,True,investor_impact,Dil yapısı olumlu görünse de artan kısa vadeli borç ve kötüleşen kaldıraç oranı yatırımcı açısından negatiftir.,PHRASE-0821,hard,olumlu dille likidite baskısı,positive,pozitif,0.002558,0.130539,0.866904,False
"Trend Tarım, portföy sadeleştirme programı kapsamında 278 milyon TL stok ve varlık değer düşüklüğü gideri kaydettiğini açıkladı.",negative,negatif,hard_inventory_writeoff,olumlu dille değer düşüklüğü,hard,positive_like,True,investor_impact,Portföy sadeleştirme dili olumlu görünse de değer düşüklüğü gideri yatırımcı açısından negatiftir.,PHRASE-0824,hard,olumlu dille değer düşüklüğü,neutral,nötr,0.167157,0.698725,0.134118,False
"Nova Sağlık, Birleşik Arap Emirlikleri pazarında 1.052 milyon TL tutarında 4 yıllık satış sözleşmesi imzaladı; anlaşmanın gelecek 12 ay gelirlerine doğrudan katkı sağlaması bekleniyor.",positive,pozitif,clear_contract_gain,açık sözleşme kazanımı,clear,positive_like,False,investor_impact,Somut büyüklüğü olan yeni sözleşme yatırımcı açısından açık pozitif kabul edilir.,PHRASE-0828,açık,açık sözleşme kazanımı,neutral,nötr,0.003219,0.508311,0.48847,False
"Vizyon Telekom, 2025 ikinci çeyrek sonrasında bilanço dayanıklılığını korumak amacıyla bu yıl temettü dağıtmayacağını ve yatırım harcamalarının bir bölümünü sonraki döneme kaydıracağını duyurdu.",negative,negatif,hard_dividend_cut,olumlu dille temettü iptali,hard,positive_like,True,investor_impact,Koruyucu dil kullanılmasına rağmen temettü iptali ve harcama ertelemesi yatırımcı açısından negatiftir.,PHRASE-0830,hard,olumlu dille temettü iptali,neutral,nötr,0.007504,0.977004,0.015492,False
"Nova Sağlık, hisse başına 1,12 TL nakit temettü dağıtacağını ve 646 milyon TL tutarında pay geri alım programı başlatacağını açıkladı.",positive,pozitif,clear_shareholder_return,açık hissedar getirisi,clear,positive_like,False,investor_impact,Temettü ve geri alım birlikte yatırımcı açısından açık pozitif değer sinyali üretir.,PHRASE-0831,açık,açık hissedar getirisi,neutral,nötr,0.00628,0.943505,0.050215,False
"Mavi Makine, portföy verimliliğini artırma süreci kapsamında Almanya pazarındaki 1.495 milyon TL tutarındaki ana dağıtım sözleşmesinin yenilenmediğini ve sipariş akışında zayıflama beklediğini açıkladı.",negative,negatif,hard_contract_loss,olumlu dille sözleşme kaybı,hard,positive_like,True,investor_impact,Yeniden dengeleme dili olumlu görünse de önemli sözleşme kaybı yatırımcı açısından negatiftir.,PHRASE-0832,hard,olumlu dille sözleşme kaybı,neutral,nötr,0.352389,0.627341,0.02027,False
"Hedef Savunma, sermaye yapısını güçlendirmek ve büyüme esnekliğini artırmak amacıyla %66 oranında bedelli sermaye artırımı planladığını duyurdu.",negative,negatif,hard_rights_issue,olumlu dille bedelli sermaye artırımı,hard,positive_like,True,investor_impact,Dil olumlu olsa da hissedar seyrelmesi yaratan bedelli sermaye artırımı yatırımcı açısından negatiftir.,PHRASE-0835,hard,olumlu dille bedelli sermaye artırımı,positive,pozitif,0.006958,0.212311,0.78073,False
"Nova Sağlık, 2025 yıl sonu sonrasında bilanço dayanıklılığını korumak amacıyla bu yıl temettü dağıtmayacağını ve yatırım harcamalarının bir bölümünü sonraki döneme kaydıracağını duyurdu.",negative,negatif,hard_dividend_cut,olumlu dille temettü iptali,hard,positive_like,True,investor_impact,Koruyucu dil kullanılmasına rağmen temettü iptali ve harcama ertelemesi yatırımcı açısından negatiftir.,PHRASE-0836,hard,olumlu dille temettü iptali,neutral,nötr,0.00828,0.973221,0.018498,False
"Pera Yazılım, mevcut kredi limitini 9 ay benzer vade ve maliyet koşullarıyla yenilediğini ve işlem nedeniyle kârlılık beklentilerinde değişiklik olmadığını açıkladı.",neutral,nötr,unchanged_financing_rollover,koşulları değişmeyen finansman yenilemesi,nuanced,neutral_like,False,investor_impact,Yeni değer yaratan veya bozan bir unsur içermeyen finansman yenilemesi neutral etiketlenir.,PHRASE-0839,nüanslı,koşulları değişmeyen finansman yenilemesi,positive,pozitif,0.006344,0.438654,0.555001,False
"Kuzey Madencilik, portföy sadeleştirme programı kapsamında 172 milyon TL stok ve varlık değer düşüklüğü gideri kaydettiğini açıkladı.",negative,negatif,hard_inventory_writeoff,olumlu dille değer düşüklüğü,hard,positive_like,True,investor_impact,Portföy sadeleştirme dili olumlu görünse de değer düşüklüğü gideri yatırımcı açısından negatiftir.,PHRASE-0845,hard,olumlu dille değer düşüklüğü,neutral,nötr,0.321289,0.585318,0.093392,False
"Rota Cam, mevcut kredi limitini 18 ay benzer vade ve maliyet koşullarıyla yenilediğini ve işlem nedeniyle kârlılık beklentilerinde değişiklik olmadığını açıkladı.",neutral,nötr,unchanged_financing_rollover,koşulları değişmeyen finansman yenilemesi,nuanced,neutral_like,False,investor_impact,Yeni değer yaratan veya bozan bir unsur içermeyen finansman yenilemesi neutral etiketlenir.,PHRASE-0847,nüanslı,koşulları değişmeyen finansman yenilemesi,positive,pozitif,0.006339,0.371045,0.622617,False
"Rota Cam, sermaye yapısını güçlendirmek ve büyüme esnekliğini artırmak amacıyla %77 oranında bedelli sermaye artırımı planladığını duyurdu.",negative,negatif,hard_rights_issue,olumlu dille bedelli sermaye artırımı,hard,positive_like,True,investor_impact,Dil olumlu olsa da hissedar seyrelmesi yaratan bedelli sermaye artırımı yatırımcı açısından negatiftir.,PHRASE-0848,hard,olumlu dille bedelli sermaye artırımı,positive,pozitif,0.006325,0.162382,0.831293,False
"Orion Otomotiv, hisse başına 1,36 TL nakit temettü dağıtacağını ve 232 milyon TL tutarında pay geri alım programı başlatacağını açıkladı.",positive,pozitif,clear_shareholder_return,açık hissedar getirisi,clear,positive_like,False,investor_impact,Temettü ve geri alım birlikte yatırımcı açısından açık pozitif değer sinyali üretir.,PHRASE-0850,açık,açık hissedar getirisi,neutral,nötr,0.005912,0.940844,0.053243,False
"Kuzey Madencilik, hisse başına 4,28 TL nakit temettü dağıtacağını ve 386 milyon TL tutarında pay geri alım programı başlatacağını açıkladı.",positive,pozitif,clear_shareholder_return,açık hissedar getirisi,clear,positive_like,False,investor_impact,Temettü ve geri alım birlikte yatırımcı açısından açık pozitif değer sinyali üretir.,PHRASE-0852,açık,açık hissedar getirisi,neutral,nötr,0.006399,0.946399,0.047202,False
"Kuzey Madencilik, hisse başına 1,12 TL nakit temettü dağıtacağını ve 499 milyon TL tutarında pay geri alım programı başlatacağını açıkladı.",positive,pozitif,clear_shareholder_return,açık hissedar getirisi,clear,positive_like,False,investor_impact,Temettü ve geri alım birlikte yatırımcı açısından açık pozitif değer sinyali üretir.,PHRASE-0856,açık,açık hissedar getirisi,neutral,nötr,0.005889,0.947073,0.047038,False
"Rota Cam, hisse başına 1,15 TL nakit temettü dağıtacağını ve 247 milyon TL tutarında pay geri alım programı başlatacağını açıkladı.",positive,pozitif,clear_shareholder_return,açık hissedar getirisi,clear,positive_like,False,investor_impact,Temettü ve geri alım birlikte yatırımcı açısından açık pozitif değer sinyali üretir.,PHRASE-0859,açık,açık hissedar getirisi,neutral,nötr,0.006072,0.930146,0.063782,False
"Sera Ambalaj, Romanya pazarında 483 milyon TL tutarında 5 yıllık satış sözleşmesi imzaladı; anlaşmanın gelecek 12 ay gelirlerine doğrudan katkı sağlaması bekleniyor.",positive,pozitif,clear_contract_gain,açık sözleşme kazanımı,clear,positive_like,False,investor_impact,Somut büyüklüğü olan yeni sözleşme yatırımcı açısından açık pozitif kabul edilir.,PHRASE-0860,açık,açık sözleşme kazanımı,neutral,nötr,0.00321,0.537422,0.459368,False
"Vizyon Telekom, hisse başına 2,23 TL nakit temettü dağıtacağını ve 644 milyon TL tutarında pay geri alım programı başlatacağını açıkladı.",positive,pozitif,clear_shareholder_return,açık hissedar getirisi,clear,positive_like,False,investor_impact,Temettü ve geri alım birlikte yatırımcı açısından açık pozitif değer sinyali üretir.,PHRASE-0864,açık,açık hissedar getirisi,neutral,nötr,0.006265,0.94336,0.050375,False
"Lima Gayrimenkul, portföy verimliliğini artırma süreci kapsamında İtalya pazarındaki 269 milyon TL tutarındaki ana dağıtım sözleşmesinin yenilenmediğini ve sipariş akışında zayıflama beklediğini açıkladı.",negative,negatif,hard_contract_loss,olumlu dille sözleşme kaybı,hard,positive_like,True,investor_impact,Yeniden dengeleme dili olumlu görünse de önemli sözleşme kaybı yatırımcı açısından negatiftir.,PHRASE-0868,hard,olumlu dille sözleşme kaybı,neutral,nötr,0.397325,0.587444,0.015232,False
"Güney Perakende, portföy sadeleştirme programı kapsamında 262 milyon TL stok ve varlık değer düşüklüğü gideri kaydettiğini açıkladı.",negative,negatif,hard_inventory_writeoff,olumlu dille değer düşüklüğü,hard,positive_like,True,investor_impact,Portföy sadeleştirme dili olumlu görünse de değer düşüklüğü gideri yatırımcı açısından negatiftir.,PHRASE-0872,hard,olumlu dille değer düşüklüğü,neutral,nötr,0.212434,0.657091,0.130475,False
"Formel Kimya, bilanço esnekliğini korumak ve nakit yönetimini desteklemek amacıyla 1.127 milyon TL ek kısa vadeli kredi kullandı; net borç/FAVÖK oranı 2,5x seviyesinden 3,0x seviyesine yükseldi.",negative,negatif,hard_liquidity_pressure,olumlu dille likidite baskısı,hard,positive_like,True,investor_impact,Dil yapısı olumlu görünse de artan kısa vadeli borç ve kötüleşen kaldıraç oranı yatırımcı açısından negatiftir.,PHRASE-0875,hard,olumlu dille likidite baskısı,positive,pozitif,0.002528,0.133319,0.864154,False
"Trend Tarım, portföy sadeleştirme programı kapsamında 67 milyon TL stok ve varlık değer düşüklüğü gideri kaydettiğini açıkladı.",negative,negatif,hard_inventory_writeoff,olumlu dille değer düşüklüğü,hard,positive_like,True,investor_impact,Portföy sadeleştirme dili olumlu görünse de değer düşüklüğü gideri yatırımcı açısından negatiftir.,PHRASE-0879,hard,olumlu dille değer düşüklüğü,neutral,nötr,0.115313,0.738375,0.146312,False
"Aksa Enerji, sermaye yapısını güçlendirmek ve büyüme esnekliğini artırmak amacıyla %145 oranında bedelli sermaye artırımı planladığını duyurdu.",negative,negatif,hard_rights_issue,olumlu dille bedelli sermaye artırımı,hard,positive_like,True,investor_impact,Dil olumlu olsa da hissedar seyrelmesi yaratan bedelli sermaye artırımı yatırımcı açısından negatiftir.,PHRASE-0887,hard,olumlu dille bedelli sermaye artırımı,positive,pozitif,0.005993,0.17367,0.820337,False
"Kuzey Madencilik, portföy verimliliğini artırma süreci kapsamında Almanya pazarındaki 709 milyon TL tutarındaki ana dağıtım sözleşmesinin yenilenmediğini ve sipariş akışında zayıflama beklediğini açıkladı.",negative,negatif,hard_contract_loss,olumlu dille sözleşme kaybı,hard,positive_like,True,investor_impact,Yeniden dengeleme dili olumlu görünse de önemli sözleşme kaybı yatırımcı açısından negatiftir.,PHRASE-0889,hard,olumlu dille sözleşme kaybı,neutral,nötr,0.402871,0.581784,0.015345,False
"Formel Kimya, portföy verimliliğini artırma süreci kapsamında Birleşik Arap Emirlikleri pazarındaki 887 milyon TL tutarındaki ana dağıtım sözleşmesinin yenilenmediğini ve sipariş akışında zayıflama beklediğini açıkladı.",negative,negatif,hard_contract_loss,olumlu dille sözleşme kaybı,hard,positive_like,True,investor_impact,Yeniden dengeleme dili olumlu görünse de önemli sözleşme kaybı yatırımcı açısından negatiftir.,PHRASE-0890,hard,olumlu dille sözleşme kaybı,neutral,nötr,0.345774,0.635577,0.018649,False
"Sera Ambalaj, portföy sadeleştirme programı kapsamında 188 milyon TL stok ve varlık değer düşüklüğü gideri kaydettiğini açıkladı.",negative,negatif,hard_inventory_writeoff,olumlu dille değer düşüklüğü,hard,positive_like,True,investor_impact,Portföy sadeleştirme dili olumlu görünse de değer düşüklüğü gideri yatırımcı açısından negatiftir.,PHRASE-0891,hard,olumlu dille değer düşüklüğü,neutral,nötr,0.278049,0.625053,0.096898,False
"Anatolia Gıda, sermaye yapısını güçlendirmek ve büyüme esnekliğini artırmak amacıyla %163 oranında bedelli sermaye artırımı planladığını duyurdu.",negative,negatif,hard_rights_issue,olumlu dille bedelli sermaye artırımı,hard,positive_like,True,investor_impact,Dil olumlu olsa da hissedar seyrelmesi yaratan bedelli sermaye artırımı yatırımcı açısından negatiftir.,PHRASE-0892,hard,olumlu dille bedelli sermaye artırımı,positive,pozitif,0.005894,0.177958,0.816148,False
"Sera Ambalaj, hisse başına 0,91 TL nakit temettü dağıtacağını ve 837 milyon TL tutarında pay geri alım programı başlatacağını açıkladı.",positive,pozitif,clear_shareholder_return,açık hissedar getirisi,clear,positive_like,False,investor_impact,Temettü ve geri alım birlikte yatırımcı açısından açık pozitif değer sinyali üretir.,PHRASE-0894,açık,açık hissedar getirisi,neutral,nötr,0.005977,0.943479,0.050544,False
"Lima Gayrimenkul, portföy verimliliğini artırma süreci kapsamında Almanya pazarındaki 855 milyon TL tutarındaki ana dağıtım sözleşmesinin yenilenmediğini ve sipariş akışında zayıflama beklediğini açıkladı.",negative,negatif,hard_contract_loss,olumlu dille sözleşme kaybı,hard,positive_like,True,investor_impact,Yeniden dengeleme dili olumlu görünse de önemli sözleşme kaybı yatırımcı açısından negatiftir.,PHRASE-0901,hard,olumlu dille sözleşme kaybı,neutral,nötr,0.412895,0.572292,0.014813,False
